de_text,en_grtr,tr_llm,tr_llm_comet_score,tr_llm_chrF_score,tr_llm_glsr,tr_llm_glsr_comet_score,tr_llm_glsr_chrF_score
"Keine Erhebung von Einfuhrabgaben (Zoll und EUSt), wenn der Gesamtwert (inkl. Transportkosten) je Sendung 22 Euro nicht übersteigt.",No import charges (duties or import VAT) are levied on shipments worth €22 or less in total (including shipment costs).,No import duties (customs and VAT) are levied if the total value (including shipping costs) per shipment does not exceed €22.,0.8972,49.4,No import duties (customs and EU excise tax) are charged if the total value (including transport costs) per shipment does not exceed €22.,0.8771,42.57
"Die Annahme von Warensendungen aus Drittländern, die die Deutsche Post/DHL (betrifft nicht DHL-Express) nur gegen (Bar-)Zahlung der Einfuhrabgaben zustellt, sollte ausschließlich durch die Poststelle erfolgen.",Only the University’s Mail Room should accept goods sent from third countries that Deutsche Post/DHL (excluding DHL-Express) will only hand over on (cash) payment of the import duties.,The acceptance of parcels from third countries that Deutsche Post/DHL (excluding DHL Express) delivers only upon (cash) payment of import duties should be handled solely by the mailroom.,0.826,63.11,The acceptance of shipments from third countries that Deutsche Post/DHL (excluding DHL Express) delivers only upon cash payment of import duties should be handled exclusively by the mailroom.,0.8092,59.9
Diese erledigt dann die Abholung und Zahlung für Sie.,which will take care of pickup and payment for you.,It will then handle the pickup and payment for you.,0.9086,59.95,which will take care of pickup and payment for you.,0.9678,100.0
"Sollte das nicht möglich sein und Sie nehmen die Sendung an, senden Sie bitte eine Kopie des Rechnungsbelegs der Post sowie des Rechnungsbelegs der Ware und ein Foto des Paketes mit den Versandaufklebern an das Sachgebiet Zoll.","If this is not possible and you take receipt of the consignment yourself, please send a photocopy of Deutsche Post’s invoice document and of the invoice document for the goods to the Customs Unit together with a photograph of the package including the shipping labels.","If that is not possible and you accept the shipment, please send a copy of the postal invoice as well as the invoice for the goods and a photo of the package with the shipping labels to the customs department.",0.8089,48.91,"If that is not possible and you accept the shipment, please send a copy of the postal invoice, a copy of the invoice for the goods, and a photo of the package with the shipping labels to the customs Unit.",0.8216,50.9
"Briefe der deutschen Post, welche Sie über eine Sendung, die beim Zollamt liegt, informiert, müssen an das Sachgebiet Zoll zur Bearbeitung weitergeleitet werden.",Letters from Deutsche Post telling you about a package being held at the customs office must be forwarded to the Customs Unit for processing.,Letters from the German postal service that inform you about a shipment held at the customs office must be forwarded to the customs department for processing.,0.8704,63.54,Letters from the German post that inform you regarding a shipment that is at the customs office must be forwarded to the customs Unit for The process.,0.7986,57.36
"Sollten Sie Kenntnis über die betreffende Ware haben, so senden Sie bitte alle Informationen und Unterlagen (z.B. Handelsrechnung), die Ihnen dazu vorliegen, ebenfalls an das Sachgebiet Zoll.","If you know what goods are inside the package, please likewise send all the relevant information and documents (e.g. commercial invoice) that you have to the Customs Unit.","If you have any knowledge of the relevant goods, please also send all information and documents (e.g., commercial invoice) that you have to the customs department.",0.8519,64.45,"If you have knowledge regarding the relevant goods, please send all information and documents (e.g., Commercial invoice) that you have to the customs Unit.",0.8398,67.78
Eine eigenmächtige Abholung beim Zollamt ist untersagt.,You are not permitted to pick anything up from the customs office yourself.,An unauthorized pickup at the customs office is prohibited.,0.7183,35.09,An unauthorized pickup at the customs office is prohibited.,0.7183,35.09
"Nur das Sachgebiet Zoll ist berechtigt, Abfertigungsanweisungen/Zollvollmachten an Transport-Dienstleister (bspw. DHL Express, FedEx, UPS) zu erteilen.","Only the Customs Unit is entitled to issue clearance instructions and customs authorizations to couriers (e.g. DHL Express, FedEx and UPS).","Only the customs department is authorized to issue clearance instructions or customs authorizations to transport service providers (e.g., DHL Express, FedEx, UPS).",0.893,68.07,"Only the customs Unit is authorized to issue clearance instructions/customs authorizations to transport service providers (e.g., DHL Express, FedEx, UPS).",0.8862,71.95
"Sofern Sie eine Mittteilung von einer Spedition erhalten, senden Sie diese an das Sachgebiet Zoll zur Bearbeitung.","If you receive a notification from a freight forwarder, send it to the Customs Unit for processing.","If you receive a notice from a freight forwarder, send it to the customs department for processing.",0.9133,76.64,"If you receive a notification from a freight forwarder, forward it to the customs Unit for The process.",0.8309,80.4
Bei Warensendungen aus dem Drittland werden diese Dokumente mit der Ware zusammen versendet.,"When goods are being shipped from a third country, these documents are sent along with them.","For shipments of goods from third countries, these documents are sent together with the goods.",0.8713,54.22,"For third-country shipments, these documents are sent together with the goods.",0.8582,51.18
Bitte senden Sie diese nach Erhalt der Ware in Kopie per E-Mail unter Angabe des Bestellbezuges und der Sendungsnummer an das Sachgebiet Zoll.,"Once you receive your goods, please email a copy of the documents to the Customs Unit and provide the order reference and shipment number.","Please send this, after receiving the goods, as a copy by e‑mail, including the order reference and shipment number, to the customs department.",0.8505,51.46,"Please send a copy by Email, including the order reference and shipment number, to the customs Unit after receiving the goods.",0.8773,54.09
Ursprungserklärungen (EUR1 Dokumente immer im Original an die Abt. 5.3 Zoll senden.,Declarations of origin (always send the original EUR1 documents to the Customs Unit in Section 5.3.,Certificates of origin (always send EUR1 documents in original to Department 5.3 Customs).,0.8137,53.83,Origin declarations (always send the original EUR1 documents to Department 5.3 customs).,0.8308,64.06
"Es ist ausdrücklich untersagt, die EORI-Nummer der Universität Bonn eigenmächtig zu nutzen oder an Dritte weiterzugeben.",You must never use the University of Bonn’s EORI number yourself or pass it on to third parties.,It is expressly prohibited to use the University of Bonn’s EORI number on your own authority or to disclose it to third parties.,0.8415,61.21,It is expressly prohibited to use the EORI number of the University of Bonn without authorization or to pass it on to third parties.,0.8333,61.37
