de,en,frequency
Aufstiegslehrgang,upskilling-course,1
Fortbildungsvereinbarung,advanced-training-agreement,1
An die Personalabteilung 3.2 3.3,To: Human Resources 3.2 3.3,1
z. Hd.,Attn.,1
Institut:,Department/Institute:,1
Straße PLZ Ort,Street address Postal code City,1
Beantragte Einstellungsart,Type of appointment being requested,1
Einstellung Wiedereinstellung Vertragsverlängerung Änderung der Arbeitszeit Institutswechsel,New appointment Reappointment Contract extension Change to working hours Change of department/institute,1
Es wird zeitgleich ein Antrag bei einem anderen Institut gestellt,A request is being submitted to another department/institute at the same time,1
Familienname Vorname Geburtsdatum,Last name First name Date of birth,1
Zeitraum der Beschäftigung und Beschäftigungsort,Employment term and base,1
Beginn der Beschäftigung (Datum),Start of employment (date),1
Nummer der Organisationseinheit,Number of organizational unit,1
Beschäftigungs-/Dienstverhältnis,Employment relationship,1
Ende derBeschäftigung (Datum),End of employment (date),1
Graduiertenkolleg,Research Training Group,1
Wissenschaftliche Hilfskraft (WHK) mit,Research assistant (WHK) with,1
Tutorentätigkeit,tutoring duties,1
Stundenzahländerung auf insgesamt:,Hours to be changed to a total of:,1
Std./W.,hours per week,1
Wissenschaftliche Hilfskraft (WHF) mit Tutorentätigkeit,Graduate student assistant (WHF) with tutoring duties,1
Stundenzahländerungauf insgesamt:,Hours to be changed to a total of:,1
Studentische Hilfskraft SHK mit Tutorentätigkeit,Student assistant (SHK) with tutoring duties,1
Angaben zur Finanzierung,Funding information,1
Die Beschäftigung erfolgt aus Mitteln der/des:,The employment is to be funded from the:,1
Finanzierung über Haushaltsmittel:,Funding from budgetary resources:,1
PSP Element:,WBS element:,1
GGG,FFF,1
TT,SS,1
KKKKKKKK,CCCCCCCC,1
Zeitraum,Period,1
Geldgeber /,Source of funds,1
Projektnummer,Project number,1
Teilprojekt,Subproject,1
Kostenstelle / Finanzstelle,Cost center/Funds center,1
Stunden,Hours,1
Finanzierung über Drittmittel:,Funding via third-party funding:,1
Weitere Auskünfte finden Sie auf der Intranetseite der Abteilung 5.2:,Further information is available on Section 5.2’s intranet page:,1
Allgemeine Erläuterung des PSP-Elements,General explanation of the WBS element,1
Darstellung Ableitung PSP-Elemente aus HIS FSV,How to determine WBS elements from HIS FSV,1
Anmerkungen zur Finanzierung,Comments on the funding,1
"Hiermit wird bestätigt, dass die Hilfskraft wissenschaftliche Dienstleistungen erbringt.",and that they will be performing academic work/services.,1
Unterschrift Fachvorgesetzter/Forschungsträger,Signature of line manager/research institute,1
Unterschrift Geschäftsführender Direktor/Sprecher des SFB/ TRA-Management,Signature of managing director/speaker for the CRC/TRA management,1
Name in Druckbuchstaben,Name (please print),1
Erklärung der/des zu Beschäftigenden:,Declaration by the person to be employed:,1
Von dem vorstehenden Schreiben habe ich Kenntnis genommen.,I have acknowledged the letter above.,1
Ich habe ein Hochschulstudium abgeschlossen.,I have completed a higher-education degree.,1
Datum der Prüfung:,Date of examination:,1
Art der Prüfung:,Type of examination:,1
"(z.B. Fachhochschulabschluss, Bachelor, Master, Diplom etc.)","(e.g. degree from a university of applied sciences, bachelor’s, master’s, Diplom)",1
Bearbeitungsvermerk Personalabteilung,Space for Human Resources notes,1
Wöchentliche Arbeitszeit:,Hours worked per week:,1
Beschäftigungsart:,Type of employment:,1
gesetzlich,statutory,1
privat,private,1
Alleinstellungsmerkmal,Unique Selling Proposition,1
Anforderungen an ein Alleinstellungsmerkmal,Requirements of a unique selling proposition,1
Erläuterung und Begründung der Unabdingbarkeit der einzelnen Merkmale.,An explanation and justification of why the individual characteristics are absolutely essential,1
"Ermittlung, welche Lieferant*innen bzw. Produkte grundsätzlich infrage kommen.",An analysis of which suppliers/products come into contention as a basic principle,1
Vorlagen,Templates,1
Produktbeschaffung,Product procurement,1
Diese Tabellen passen Sie ganz einfach Ihrem Sachverhalt an.,Simply adapt these tables to suit your situation.,1
Fragen zum Alleinstellungsmerkmal,Questions about unique selling propositions,1
Beschaffung (Einkauf),Procurement (Purchasing),1
Im Themenbereich Beschaffung bzw. Einkauf finden Sie Antworten auf folgende Fragen:,The section on procurement (purchasing) has answers to the following questions:,1
Welche Regeln sind beim Einkauf zu beachten und welche Ausnahmen gibt es?,What rules apply to purchasing and what exceptions are there?,1
Wie nutze ich SAP-SRM für meine Bestellungen?,How do I use SAP SRM for my purchase orders?,1
Interne Dienstleistungen und Waren,Internal goods and services,1
"Kreditkarte, Privatvorlage, Vorkasse","Credit cards, personal funds, payment in advance",1
Gebrauchtmaterialbörse,Marketplace for second-hand equipment,1
Sie haben eine Frage?,Any questions?,1
Sie finden keine Antwort auf Ihre Frage?,Are you struggling to find an answer to your question?,1
"Schicken Sie uns eine Nachricht, wir kümmern uns darum.",Send us a message and we will get it sorted.,1
Fragen und Feedback zum Thema Beschaffung (Einkauf),Questions and feedback about procurement (purchasing),1
bestellung,purchase-order,1
einkaufsrichtlinie,purchasing-policy,1
vergabeverfahren,contract-award-process,1
rahmenvertrag,framework-agreement,1
reklamation,complaint,1
gewährleistung,warranty,1
bestellen,order,1
beschaffen,procure,1
Beschaffungsprozess,The Procurement Process,1
Beschaffungswege,Procurement methods,1
Bei der Beschaffung von Waren oder Dienstleistungen werden folgende Beschaffungswege unterschieden:,There are various ways that goods or services can be procured:,1
Abruf aus Rahmenverträgen über SRM,Invoking framework agreements via SRM,1
Vorhandene Rahmenverträge müssen vorrangig genutzt werden,Framework agreements already in place must be used as a priority.,1
Es ist kein Vergabeverfahren erforderlich,no contract award procedure is required.,1
Direktaufträge über SRM / Produktkategorien (Wertgrenze i.d.R. bis 3.000€ netto),"Placing direct orders via SRM/product categories (value limit generally €3,000 net)",1
Aufträge über 3.000€ netto über SRM (ohne Rahmenvertrag),"Orders worth over €3,000 net via SRM (outside a framework agreement)",1
Beauftragung erfolgt immer über die Abteilung 5.3,All orders are placed via Section 5.3.,1
Kauf in Internetshops,Buying from an online shop,1
Bereitstellung über Universitätsverwaltung,Provision via Central Administration,1
Beschaffungsprozess in Kurzform,The procurement process in brief,1
Schritte einer Beschaffung,Procurement steps,1
Beschaffungsweg prüfen (siehe Beschaffungswege).,Check procurement method (see the section on procurement methods).,1
Hier gelangen Sie zur Geschäftspartneranlage:,which you can do here:,1
Lieferant*in erhält den Auftrag.,Supplier receives the order.,1
Lieferung der Ware oder Erbringung der Dienstleistung erfolgt.,Goods are supplied or service is provided.,1
Wareneingang bzw. Erbringung der Dienstleistung in SRM bestätigen.,Confirm receipt of goods or provision of service in SRM.,1
→ Rechnungsprüfung und -genehmigung erforderlich,the invoice will need to be checked and signed off.,1
Grundsätzliche Regeln für den Beschaffungsprozess,Basic rules of the procurement process,1
Verpflichtung zur SRM-Nutzung,Requirement to use SRM,1
Verpflichtung zur Bestellung auf Rechnung,Requirement to order on account,1
Ausnahmen zur Verpflichtung auf SRM,Exceptions to the requirement to use SRM,1
Interne Services der Univerwaltung,Internal services provided by Central Administration,1
Splitten von Aufträgen,Splitting orders,1
Abweichende Wertgrenzen bei Drittmitteln,Different value limits in the case of third-party funding,1
Fragen zum Beschaffungsprozess,Questions about the procurement process,1
beschaffungsprozess,procurement-process,1
produktkategorien,product-categories,1
beschaffungswege,procurement-methods,1
beschaffungsarten,procurement-types,1
Einstieg und Grundlagen Beschaffung,Introduction to and Basics of Procurement,1
angebotsabfrage,requesting-quotes,1
leistungsbeschreibung,service-descriptions,1
lieferbedingungen,delivery-terms,1
alleinstellungsmerkmal,unique-selling-proposition,1
agb,gtcbs,1
vertragsbedingungen,contract-terms,1
evb-it,it-service-contract,1
Lieferung und Abnahme,Delivery and Acceptance,1
Lieferbedingungen / Incoterms® 2020,Terms and conditions of delivery/Incoterms® 2020,1
Folgende Details gilt es bei den Incoterms zu beachten.,The following details must be taken into account where Incoterms are involved:,1
Die Incoterms regeln,Incoterms cover:,1
die Lieferung und Abnahme der Ware,The delivery and acceptance of goods,1
den Kostenübergang,The transfer of costs,1
den Gefahrenübergang,The transfer of risk,1
die Lieferung von Dokumenten oder der entsprechenden elektronischen Mitteilung,The delivery of documents or the equivalent electronic notification,1
Die Incoterms regeln nicht,Incoterms do not cover:,1
den Eigentumsübergang,The transfer of ownership (“title”),1
die Zahlungsabwicklung,The processing of payments,1
das anwendbare Recht,The applicable law,1
den Gerichtsstand,What courts have jurisdiction,1
die Produkthaftung,Product liability,1
Zu beachten bei der Anwendung,The following must be borne in mind when using Incoterms:,1
"Die Incoterms sind Vertragsklauseln, keine Gesetze","Incoterms are contractual clauses, not laws.",1
Incoterms müssen schriftlich vereinbart sein,Incoterms must be agreed in writing.,1
Die Incoterms ersetzen keinen Kaufvertrag,Incoterms cannot replace a purchase contract.,1
"Je präziser, desto besser, zum Beispiel CA - London, GB","the more precise the better, e.g. CA—London, UK.",1
Die sieben allgemeinen Incoterms-Klauseln,The seven universal Incoterms,1
EXW (Ex works/ ab Werk),EXW (ex works),1
FCA (Free carrier / Frei Frachtführer),FCA (free carrier),1
CPT (Carriage paid to / Frachtfrei),CPT (carriage paid to),1
CIP (Carriage and insurance paid to / Frachtfrei versichert),CIP (carriage and insurance paid to),1
DAP (Delivered at place / Geliefert benannter Ort),DAP (delivered at place),1
"DPU (Delivered at place / unloaded / Geliefert benannter Ort, entladen)",DPU (delivered at place/unloaded),1
DDP (Delivered duty paid / Geliefert verzollt),DDP (delivered duty paid),1
Incoterms-Klauseln für See- und Binnenschifftransporte,Incoterms for shipments by ocean-going and inland vessels,1
Für den Transport mit Seeschiff und Binnenschiff gibt es vier Incoterms-Klauseln,There are four Incoterms used for transportation by ocean-going and inland vessels:,1
FAS (Free alongside ship / Frei Längsseite Schiff),FAS (free alongside ship),1
FOB (Free on board / Frei an Bord),FOB (free on board),1
CFR (Cost and freight / Kosten und Fracht),CFR (cost and freight),1
"CIF (Cost, insurance and freight / Kosten, Versicherung und Fracht)","CIF (cost, insurance and freight)",1
Quelle:,Source:,1
"MAB Morawetz Außenhandels-Beratung, finesolutions- Zoll ohne Grenzen",MAB – Morawetz Außenhandels-Beratung; FineSolutionsAG. Zoll ohne Grenzen,1
Allgemeine Abnahme,General acceptance,1
die erbrachte Dienstleistung mit dem Auftrag bzw.,the service provided matches the order;,1
keine Mängel irgendwelcher Art bestehen.,there are no problems of any kind.,1
Bestätigen Sie bitte unbedingt den Wareneingang in SRM.,"You must remember to confirm receipt of the goods in SRM,",1
Andernfalls ist die Rechnungsbuchung nicht möglich.,otherwise the invoice cannot be posted.,1
Formelle Abnahme,Formal acceptance,1
Erst danach wird die Rechnung zur Zahlung angewiesen.,Only then will the invoice be approved for payment.,1
Dieser muss ggf. in der Leistungsbeschreibung definiert werden:,which may need to be defined in the service description.,1
"Ist sie verpackt, öffnen Sie die Verpackung nicht.","If they are packaged up, do not open the packaging.",1
Allgemeine Fragen,General questions,1
Fragen zu Incoterms,Questions about Incoterms,1
lieferung,delivery,1
abnahme,acceptance,1
Reklamation und Gewährleistung,Complaints and Warranties,1
Gewährleistung und Garantie,Warranties and guarantees,1
