de_text,en_grtr,en_tr_llm
Bitte melden Sie sich zeitnah wenn Ihnen etwas an ihrem Fahrzeug auffällt und/oder der Service im Fahrzeug angezeigt wird.,Please let us know promptly if you notice anything unusual about your vehicle or it is telling you that a service is due.,Please let us know promptly if you notice anything about your vehicle or if a service warning is displayed.
Bitte stellen Sie uns für die Abrechnung der anfallenden Kosten in SRM Ihr PSP-Element zur Verfügung.,You will need to provide us with your WBS element so that we can bill the costs incurred in SRM.,Please provide us with your WBS element for billing the incurred Costs in SRM.
Bitte melden Sie sich bei uns telefonisch oder kommen Sie wenn möglich vorbei.,"Please call us or, if possible, pop by in person.","Please contact us by phone or, if Potential, stop by."
So können wir den Umfang einschätzen und zusammen die Instandsetzung planen.,This will allow us to gauge the amount of work to be done and plan the repairs together with you.,That way we can assess the scope and plan the repair together.
"Wenn Sie etwas Spezielles benötigen, brauchen wir für die Bestellung den Fahrzeugschein und für die Abrechnung in SRM das passende PSP-Element.","If you require something specific, we will need the vehicle’s registration document (Fahrzeugschein) to order it in and the corresponding WBS element to bill the costs in SRM.","If you need something special, we need the vehicle registration certificate for the purchase-order and the appropriate WBS element for billing in SRM."
Tankkarten mit der Kennzeichnung RC 90 haben einen DKV Assist.,Fuel cards marked “RC 90” come with DKV ASSIST roadside assistance membership.,Fuel cards marked “RC 90” come with DKV ASSIST roadside assistance membership.
"Wenn Ihr Fahrzeug unterwegs (außerhalb des Einzugsgebiets) eine Panne hat und Sie es nicht mehr aus eigener Kraft in eine Werkstatt schaffen, dann ist guter Rat gar nicht teuer!","If your vehicle breaks down on the road (outside the catchment area) and you can’t get it to a garage yourself, there’s no need to panic.","If your vehicle breaks down while you’re out of the service area and you can’t get it to a workshop on your own, good advice doesn’t cost much."
Bei uns haben Sie die Möglichkeit alle Fahrzeuge der Uni auf unserem Waschplatz zu reinigen.,You’re welcome to use our washing station to clean any University vehicle.,With us you can clean all university vehicles at our wash station.
Bitte Verschmutzungen am und im Fahrzeug so gering wie möglich halten und den Müll aus dem Fahrzeug entsorgen.,Please try and keep vehicles as clean as possible inside and out and remove any rubbish.,Please keep any dirt on and inside the vehicle to a minimum and dispose of the trash from the vehicle.
"Falls sich das nicht vermeiden lässt, ist das Fahrzeug vor dem Abstellen zu reinigen!","If a bit of dirt is unavoidable, make sure that you clean the vehicle before returning it.","If this cannot be avoided, the vehicle must be cleaned before being parked."
"Infolge hoher Auslastung der Fahrzeuge ist eine Reinigung durch den Fahrdienst oft nicht möglich, wenn die Fahrzeuge direkt am nächsten Tag von einem anderen Institut/Nutzer genutzt werden.","Because the vehicles are frequently booked up, Transport Services is often unable to clean them if they are needed the very next day by another department/institute/user.","Due to the high utilization of the vehicles, Cleaning by the Transport Services is often not possible when the vehicles are used directly the next day by another Institute or user."
Haltet bitte daher die Fahrzeuge für euch und andere möglichst sauber!,"So please keep vehicles as clean as possible, both for yourself and for other users.","Therefore, please keep the vehicles as clean as possible for you and others."
"Für Fahrten welche auf Felder oder ähnliches gehen, stehen Sitzschoner und Fußschoner bereit, welche zu nutzen sind um auch den Innenraum sauber zu halten.","Seat covers and floor mats are available for off-road trips, which we would ask you to use in order to keep your vehicle’s interior clean too.","For trips that go onto fields or anything similar, seat protectors and foot protectors are provided and should be used to keep the interior clean."
Die Fahrzeuge werden nach der Benutzung bitte getankt zurückgegeben.,Please return vehicles with a full tank after use.,Please return vehicles with a full tank after use.
"Da sowohl im Profil als auch in diesen digitalen Formularen automatisiert die „uni-bonn.de“-Adresse Ihrer Uni-ID verwendet wird, überprüfen Sie bitte auf https://gosa.gosa.uni-bonn.de —> E-Mail —> Weiterleitung, ob dort bereits Ihre Verwaltungs-E-Mail-Adresse eingetragen ist.","As the “uni-bonn.de” address of your Uni-ID is used in both your profile and these digital forms, please check whether your administration email has already been entered there. To do so, go to https://gosa.gosa.uni-bonn.de —> E-Mail (Mail) —> Weiterleitung (Forwarding).","Since the “uni‑bonn.de” address of your university ID is automatically used both in your profile and in these digital forms, please check on https://gosa.gosa.uni-bonn.de → Email → Forwarding whether your administrative Email address is already entered there."
am 11. Dezember 2023 geht das Serviceportal der Universität Bonn online und ersetzt das bisherige Intranet.,"The University of Bonn’s Service Portal goes live on December 11, 2023, replacing the current intranet.","On December 11, 2023, the Service Portal at the University of Bonn will go live and replace the existing intranet."
"Um das Serviceportal nutzen und dessen Inhalte sehen zu können, möchten wir Ihnen einige Nutzungsinformationen mit an die Hand geben.",We would like to give you some information that will enable you to use the portal and view its content.,"To use the Service Portal and view its Content, we would like to provide you with some usage information."
Für die Anmeldung auf Confluence ist die Nutzung Ihrer Uni-ID ist aus Sicherheits- und Datenschutzgründen notwendig.,and you will need to use your Uni-ID in order to log into it for security and data protection reasons.,"For registration on Confluence, the use of your university ID is necessary for security and data protection reasons."
"Auf Confluence wird nach dem einmaligen Einloggen mit Ihrer Uni-ID (wie Sie es bereits aus anderen Bereichen wie SAP oder Sciebo gewohnt sind) automatisch ein Profil von Ihnen hinterlegt, in dem Ihr Name sowie Ihre uni-bonn.de-Adresse erscheint.","Once you have logged into Confluence for the first time using your Uni-ID (in the same way as you will already have done for e.g. SAP or Sciebo), a profile will be set up there for you that will display your name and your uni-bonn.de address.","On Confluence, after the one‑time login with your university ID (as you’re already used to from other services like SAP or Sciebo), a profile is automatically created for you that includes your name and your uni‑bonn.de address."
